ID,Name,Mg,Ni,Cu,Ce,La,Nd,Pr,Sm,Y,Ag,Al,Ca,Co,Fe,In,Li,Mn,Nb,Ti,V,Zn,Cr,Pd,Si,Zr,Gd,B,C,密(XM),δ密(XM),族Gp,δ族Gp,I2(ev),δI2(ev),原径(Rm),δ原径(Rm),共径(Rc),δ共径(Rc,自能(W),δ自能(W),晶体(LP),δ晶体(LP),功函数,δ功函数,绝对电负性,δ绝对电负性,AW,δAW,AN,δAN,Tb,δTb,Eea(ev),δEea(ev),I1,δI1,XP,δXP,Hf,δHf,Cm,δCm,VEC,fs,fp,fd,δVEC,K,δK,Tm,δTm,Vm,B,熔化焓Sf,密度,混合焓Hmix,吉布斯自由能Gmix,oumiga的倒数,熵Smix,加工方式,球磨机H2压力（MPa）,球磨机Ar2压力（MPa）,球粉质量比,球磨机转速(圆盘转速)（rpm）,磨粉时间（h）,℃/min差示扫描量热法 (DSC) 和热重法 (TG) 加热速率,氩气MPa,烧结温度℃,烧结时间h,m/s熔体纺丝速率（铜辊线速度近似表示）,样品的加热速率,吸氢饱和比（Ra(t))t min%,脱氢比（R d ( t )）%,温度C?a?(t)（t的氢化能力）氢容量,C?d?(t)（t的氢化能力）氢解吸容量,吸氢速率,初始吸氢温度℃,氢吸收温度,氢吸收压力,氢吸收时间min,吸H量,储氢量,可逆储氢能力wt%,氢解吸效率,解吸动力学温度,解吸动力学H2压力(MPa),解吸动力学H2压力时间min,解吸H2含量,脱氢量,开始解吸温度℃,峰值解吸温度（从第70个挪动）℃,最终脱氢温度℃,完全脱氢时间,吸氢活化能E?ae(k)kJ/mol,氢解吸过程的活化能 (E de(a)),脱氢活化能E?de(k),焓变ΔH （形成焓）?(kJ/mol)（吸氢,熵变ΔS J/mol/K)（吸氢,焓变ΔH (kJ/mol)（分解焓）氢解吸,熵变ΔS J/mol/K)（氢解吸,吸收PCT平衡压力MPa,解吸PCT平衡压力MPa,活化温度℃,H2活化压力MPa,活化循环次数
MHS0254,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,4,,,,,,,,,,,,,300,1.2,600,5.5,,,,300,0.1,10,1.09,,,,,,,,,,,,,,,,,
MHS0255,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,4,,,,,,,,,,,,,300,1.2,1200,5.56,,,,300,0.1,20,2.49,,,,,,,,,,,,,,,,,
MHS0256,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,4,,,,,,,,,,,,,300,1.2,1800,5.62,,,,300,0.1,30,3.63,,,,,,,,,,,,,,,,,
MHS0257,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,4,,,,,,,,,,,,,300,1.2,3600,5.67,,,,300,0.1,60,4.72,,,,,,,,,,,,,,,,,
MHS0258,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,8,,,,,,,,,,,,,300,1.2,300,4.75,,,,300,0.1,5,0.43,,,,,,,,,,,,,,,,,
MHS0259,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,8,,,,,,,,,,,,,300,1.2,600,4.9,,,,300,0.1,10,0.91,,,,,,,,,,,,,,,,,
MHS0260,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,8,,,,,,,,,,,,,300,1.2,1200,4.93,,,,300,0.1,20,2.04,,,,,,,,,,,,,,,,,
MHS0261,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,8,,,,,,,,,,,,,300,1.2,1800,4.99,,,,300,0.1,30,2.99,,,,,,,,,,,,,,,,,
MHS0262,90Mg-5Ni-2.5Fe-2.5Ti（wt%）,0.9,0.05,,,,,,,,,,,,0.025,,,,,0.025,,,,,,,,,,1.670581203,0.019735528,2.27143639,0.590366162,15.09784818,0.033468531,0.158719925,0.041438911,0.140778959,0.024682708,3.709993303,0.066066068,196.2064627,0.197290833,3.711356821,0.066113689,3.763791519,0.028356775,25.73919726,0.254166875,12.64657648,0.234540388,1452.913583,0.280265204,-0.352867692,0.681771334,7.637833309,0.012888342,1.332239758,0.079529495,9.079574101,0.19342032,24.90056347,0.00715433,2.27143639,0.880500114,0,0.119499886,0.590366162,184.3033202,0.143686777,964.7182235,0.195301523,0.016826128,50.27424724,0.009411633,1879153.835,1.222537869,-1914.895279,0.000638029,1.98619428,研磨,1.2,,45,250,8,,,,,,,,,,,,,300,1.2,3600,5.02,,,,300,0.1,60,4.3,,,,,,,,,,,,,,,,,
MHS0263,Mg23Ni10,0.487820096,0.512179904,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71545433,0.040184771,4.424230909,0.831001096,15.98492882,0.090077662,0.149342475,0.109243197,0.135848509,0.057510009,4.111513007,0.166545919,145.9740367,0.610625247,4.111513007,0.166545919,3.946968761,0.075683126,34.72567778,0.45510398,16.84846182,0.436424497,1915.421618,0.43739285,0.072725027,9.858029205,7.644181827,0.00036072,1.491817318,0.184835336,11.27574534,0.346436037,25.23293767,0.021873818,4.424230909,0.452055971,0,0.547944029,0.831001096,160.0001425,0.284357194,1167.088235,0.316987097,0.01443327,85.90889659,0.009661433,2957128.22,-3.379237943,-5955.390569,0.000567747,5.099881184,感应熔炼,,,,,,,,,,,,,,,,,,300,,,,4.45,,,300,0.01,,,4.26,,,,,,,,61.09,,52.68,,,,,,
MHS0264,Mg22LaNi10,0.424187855,0.465614216,,,0.110197929,,,,,,,,,,,,,,,,,,,,,,,,1.704848247,0.056614303,4.454534002,0.821751701,15.86441979,0.104849381,0.150184901,0.116666079,0.137848513,0.105036168,4.103634203,0.168477331,144.2725181,0.613638189,4.106664512,0.167652311,3.927271751,0.084223357,38.19856374,0.621346966,18.212101,0.55004266,1987.361161,0.446675811,0.099997811,7.155565344,7.581484728,0.046739809,1.485453669,0.189982702,11.19998761,0.355277794,25.3008469,0.025084183,4.454534002,0.448980746,0,0.551019254,0.821751701,154.6364951,0.334074942,1175.27007,0.31264615,0.0147544,85.39374402,0.009529714,3182109.798,-4.789706331,-7216.504406,0.000664156,6.136219139,感应熔炼,,,,,,,,,,,,,,,,,,300,,,,3.66,,,300,0.01,,,3.52,,,,,,,,56.8,,50.91,,,,,,
MHS0265,Mg21La2Ni10,0.371161796,0.426810069,,,0.202028135,,,,,,,,,,,,,,,,,,,,,,,,1.694242165,0.068970915,4.484837095,0.812555412,15.74391075,0.117656998,0.151027327,0.123237946,0.139848518,0.133823132,4.095755399,0.170379156,142.5709994,0.61646291,4.101816017,0.168748123,3.907574741,0.09184611,41.6714497,0.700775876,19.57574018,0.610681484,2059.300703,0.451322051,0.127270595,5.60311151,7.518787628,0.065598685,1.479090019,0.194981387,11.12422988,0.363995045,25.36875613,0.02764088,4.484837095,0.445947078,0,0.554052922,0.812555412,149.2728476,0.379553317,1183.451905,0.30819561,0.01507553,84.87859144,0.009399816,3397511.885,-6.148751182,-8067.631945,0.000762732,6.811838451,感应熔炼,,,,,,,,,,,,,,,,,,300,,,,3.6,,,300,0.01,,,3.47,,,,,,,,55.85,,49.61,,,,,,
MHS0266,Mg23Ni10,0.487820096,0.512179904,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71545433,0.040184771,4.424230909,0.831001096,15.98492882,0.090077662,0.149342475,0.109243197,0.135848509,0.057510009,4.111513007,0.166545919,145.9740367,0.610625247,4.111513007,0.166545919,3.946968761,0.075683126,34.72567778,0.45510398,16.84846182,0.436424497,1915.421618,0.43739285,0.072725027,9.858029205,7.644181827,0.00036072,1.491817318,0.184835336,11.27574534,0.346436037,25.23293767,0.021873818,4.424230909,0.452055971,0,0.547944029,0.831001096,160.0001425,0.284357194,1167.088235,0.316987097,0.01443327,85.90889659,0.009661433,2957128.22,-3.379237943,-5955.390569,0.000567747,5.099881184,感应熔炼,,,,,,,,,,,,,,,,,,260,2.5,,,3.7,,,260,2.5,,,3.37,,,,,,,,,,,,,,,,
MHS0267,Mg22LaNi10,0.424187855,0.465614216,,,0.110197929,,,,,,,,,,,,,,,,,,,,,,,,1.704848247,0.056614303,4.454534002,0.821751701,15.86441979,0.104849381,0.150184901,0.116666079,0.137848513,0.105036168,4.103634203,0.168477331,144.2725181,0.613638189,4.106664512,0.167652311,3.927271751,0.084223357,38.19856374,0.621346966,18.212101,0.55004266,1987.361161,0.446675811,0.099997811,7.155565344,7.581484728,0.046739809,1.485453669,0.189982702,11.19998761,0.355277794,25.3008469,0.025084183,4.454534002,0.448980746,0,0.551019254,0.821751701,154.6364951,0.334074942,1175.27007,0.31264615,0.0147544,85.39374402,0.009529714,3182109.798,-4.789706331,-7216.504406,0.000664156,6.136219139,感应熔炼,,,,,,,,,,,,,,,,,,260,2.5,,,3.67,,,260,2.5,,,3.4,,,,,,,,,,,,,,,,
MHS0268,Mg21La2Ni10,0.371161796,0.426810069,,,0.202028135,,,,,,,,,,,,,,,,,,,,,,,,1.694242165,0.068970915,4.484837095,0.812555412,15.74391075,0.117656998,0.151027327,0.123237946,0.139848518,0.133823132,4.095755399,0.170379156,142.5709994,0.61646291,4.101816017,0.168748123,3.907574741,0.09184611,41.6714497,0.700775876,19.57574018,0.610681484,2059.300703,0.451322051,0.127270595,5.60311151,7.518787628,0.065598685,1.479090019,0.194981387,11.12422988,0.363995045,25.36875613,0.02764088,4.484837095,0.445947078,0,0.554052922,0.812555412,149.2728476,0.379553317,1183.451905,0.30819561,0.01507553,84.87859144,0.009399816,3397511.885,-6.148751182,-8067.631945,0.000762732,6.811838451,感应熔炼,,,,,,,,,,,,,,,,,,260,2.5,,,3.25,,,260,2.5,,,3.023,,,,,,,,,,,,,,,,
MHS0269,Mg23Ni10,0.487820096,0.512179904,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71545433,0.040184771,4.424230909,0.831001096,15.98492882,0.090077662,0.149342475,0.109243197,0.135848509,0.057510009,4.111513007,0.166545919,145.9740367,0.610625247,4.111513007,0.166545919,3.946968761,0.075683126,34.72567778,0.45510398,16.84846182,0.436424497,1915.421618,0.43739285,0.072725027,9.858029205,7.644181827,0.00036072,1.491817318,0.184835336,11.27574534,0.346436037,25.23293767,0.021873818,4.424230909,0.452055971,0,0.547944029,0.831001096,160.0001425,0.284357194,1167.088235,0.316987097,0.01443327,85.90889659,0.009661433,2957128.22,-3.379237943,-5955.390569,0.000567747,5.099881184,感应熔炼,,,,,,,,,,,,,,,,,,280,2.5,,,4.15,,,280,2.5,,,3.849,,,,,,,,,,,,,,,,
MHS0270,Mg22LaNi10,0.424187855,0.465614216,,,0.110197929,,,,,,,,,,,,,,,,,,,,,,,,1.704848247,0.056614303,4.454534002,0.821751701,15.86441979,0.104849381,0.150184901,0.116666079,0.137848513,0.105036168,4.103634203,0.168477331,144.2725181,0.613638189,4.106664512,0.167652311,3.927271751,0.084223357,38.19856374,0.621346966,18.212101,0.55004266,1987.361161,0.446675811,0.099997811,7.155565344,7.581484728,0.046739809,1.485453669,0.189982702,11.19998761,0.355277794,25.3008469,0.025084183,4.454534002,0.448980746,0,0.551019254,0.821751701,154.6364951,0.334074942,1175.27007,0.31264615,0.0147544,85.39374402,0.009529714,3182109.798,-4.789706331,-7216.504406,0.000664156,6.136219139,感应熔炼,,,,,,,,,,,,,,,,,,280,2.5,,,3.77,,,280,2.5,,,3.519,,,,,,,,,,,,,,,,
MHS0271,Mg21La2Ni10,0.371161796,0.426810069,,,0.202028135,,,,,,,,,,,,,,,,,,,,,,,,1.694242165,0.068970915,4.484837095,0.812555412,15.74391075,0.117656998,0.151027327,0.123237946,0.139848518,0.133823132,4.095755399,0.170379156,142.5709994,0.61646291,4.101816017,0.168748123,3.907574741,0.09184611,41.6714497,0.700775876,19.57574018,0.610681484,2059.300703,0.451322051,0.127270595,5.60311151,7.518787628,0.065598685,1.479090019,0.194981387,11.12422988,0.363995045,25.36875613,0.02764088,4.484837095,0.445947078,0,0.554052922,0.812555412,149.2728476,0.379553317,1183.451905,0.30819561,0.01507553,84.87859144,0.009399816,3397511.885,-6.148751182,-8067.631945,0.000762732,6.811838451,感应熔炼,,,,,,,,,,,,,,,,,,280,2.5,,,3.4,,,280,2.5,,,3.215,,,,,,,,,,,,,,,,
MHS0272,Mg23Ni10,0.487820096,0.512179904,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71545433,0.040184771,4.424230909,0.831001096,15.98492882,0.090077662,0.149342475,0.109243197,0.135848509,0.057510009,4.111513007,0.166545919,145.9740367,0.610625247,4.111513007,0.166545919,3.946968761,0.075683126,34.72567778,0.45510398,16.84846182,0.436424497,1915.421618,0.43739285,0.072725027,9.858029205,7.644181827,0.00036072,1.491817318,0.184835336,11.27574534,0.346436037,25.23293767,0.021873818,4.424230909,0.452055971,0,0.547944029,0.831001096,160.0001425,0.284357194,1167.088235,0.316987097,0.01443327,85.90889659,0.009661433,2957128.22,-3.379237943,-5955.390569,0.000567747,5.099881184,感应熔炼,,,,,,,,,,,,,,,,,,300,2.5,,,4.27,,,300,2.5,,,4.141,,,,,,,,,,,,,,,,
MHS0273,Mg22LaNi10,0.424187855,0.465614216,,,0.110197929,,,,,,,,,,,,,,,,,,,,,,,,1.704848247,0.056614303,4.454534002,0.821751701,15.86441979,0.104849381,0.150184901,0.116666079,0.137848513,0.105036168,4.103634203,0.168477331,144.2725181,0.613638189,4.106664512,0.167652311,3.927271751,0.084223357,38.19856374,0.621346966,18.212101,0.55004266,1987.361161,0.446675811,0.099997811,7.155565344,7.581484728,0.046739809,1.485453669,0.189982702,11.19998761,0.355277794,25.3008469,0.025084183,4.454534002,0.448980746,0,0.551019254,0.821751701,154.6364951,0.334074942,1175.27007,0.31264615,0.0147544,85.39374402,0.009529714,3182109.798,-4.789706331,-7216.504406,0.000664156,6.136219139,感应熔炼,,,,,,,,,,,,,,,,,,300,2.5,,,3.78,,,300,2.5,,,3.578,,,,,,,,,,,,,,,,
MHS0274,Mg21La2Ni10,0.371161796,0.426810069,,,0.202028135,,,,,,,,,,,,,,,,,,,,,,,,1.694242165,0.068970915,4.484837095,0.812555412,15.74391075,0.117656998,0.151027327,0.123237946,0.139848518,0.133823132,4.095755399,0.170379156,142.5709994,0.61646291,4.101816017,0.168748123,3.907574741,0.09184611,41.6714497,0.700775876,19.57574018,0.610681484,2059.300703,0.451322051,0.127270595,5.60311151,7.518787628,0.065598685,1.479090019,0.194981387,11.12422988,0.363995045,25.36875613,0.02764088,4.484837095,0.445947078,0,0.554052922,0.812555412,149.2728476,0.379553317,1183.451905,0.30819561,0.01507553,84.87859144,0.009399816,3397511.885,-6.148751182,-8067.631945,0.000762732,6.811838451,感应熔炼,,,,,,,,,,,,,,,,,,300,2.5,,,3.46,,,300,2.5,,,3.293,,,,,,,,,,,,,,,,
MHS0275,Mg24Y3Ni,0.686228145,,,,,,,,0.313771855,,,,,,,,,,,,,,,,,,,,1.638888842,0.053692213,2.111111278,0.148864671,14.72376398,0.059884272,0.162333337,0.038912677,0.146444453,0.105154031,3.597777684,0.048916624,189.2975324,0.230856072,3.597777684,0.048916624,3.687777684,0.047722816,31.48288299,0.644861585,15.0000045,0.565685626,1613.555931,0.439202993,-0.321444327,0.691220194,7.487555318,0.059852494,1.299999985,0.021757146,9.00000045,0.094280961,25.05355583,0.020835457,2.111111278,0.947368346,0,0.052631654,0.148864671,170.7777489,0.318359334,1020.483479,0.2697745,0.017999532,44.55555489,0.008819349,2150584.259,-2.370373481,-2961.969341,0.00080091,2.900192926,真空感应熔炼,,,,,,5,,,,,,,,,,,,,,,,,,,290,3,,,5.1,,,,,,66,,,,,,,,,,
MHS0276,Mg-6Ni-3Cu,0.91,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.676120861,0.018351538,2.31917075,0.689985739,15.18150134,0.049795215,0.158776286,0.041770852,0.14044453,0.02046551,3.711730866,0.070630341,197.3169567,0.188509007,3.711124604,0.070038864,3.775917467,0.034411146,25.68368942,0.269242124,12.62621626,0.248358808,1428.712035,0.231305994,-0.339313735,0.895409683,7.646824612,0.001168347,1.332907161,0.086026106,8.976522355,0.159706553,24.89533106,0.007974075,2.31917075,0.857148943,0,0.142851057,0.689985739,189.9470119,0.148164391,949.5555067,0.143655293,0.016845315,49.69638321,0.009453394,1873864.121,-0.538788649,-1474.488928,0.000365541,1.552252742,研磨,,,30,300,2,,,,,,,,,,,,,250,1,165,5.9,,,,,,,,,,,,,,,,,,,,,,,,
MHS0277,Mg-6Ni-3Cu,0.91,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,1.676120861,0.018351538,2.31917075,0.689985739,15.18150134,0.049795215,0.158776286,0.041770852,0.14044453,0.02046551,3.711730866,0.070630341,197.3169567,0.188509007,3.711124604,0.070038864,3.775917467,0.034411146,25.68368942,0.269242124,12.62621626,0.248358808,1428.712035,0.231305994,-0.339313735,0.895409683,7.646824612,0.001168347,1.332907161,0.086026106,8.976522355,0.159706553,24.89533106,0.007974075,2.31917075,0.857148943,0,0.142851057,0.689985739,189.9470119,0.148164391,949.5555067,0.143655293,0.016845315,49.69638321,0.009453394,1873864.121,-0.538788649,-1474.488928,0.000365541,1.552252742,研磨,,,30,300,2,,,,,,,,,,,,,300,1,165,5.2,,,,,,,,,,,,,,,,,,,,,,,,
MHS0278,Mg?85?Zn?5?Ni?10,0.693320424,0.19697257,,,,,,,,,,,,,,,,,,,0.109707006,,,,,,,,1.703499921,0.052415756,3.299995434,0.944269017,15.49525868,0.070672052,0.155520021,0.07225318,0.13835001,0.045672654,3.840999108,0.119229569,176.670963,0.378895156,3.842499109,0.11958575,3.849999625,0.061875911,29.79757031,0.440701408,14.4999908,0.411198446,1536.148876,0.358939442,-0.254000964,1.86350311,7.732800063,0.049284834,1.386999644,0.136512779,9.48249474,0.273046966,25.01914928,0.014942054,3.299995434,0.606061445,0,0.393938555,0.944269017,176.6000583,0.183095889,992.1259984,0.252387453,0.015986903,59.74991805,0.009557752,2291568.283,-2.219992531,-4276.487362,0.000519386,4.308190065,真空感应熔炼法,,,,,,,,,,,,,,,,,,360,3,20,5.04,,,,360,0.0001,4.4,5.351,,,,,,,75.514,,73.064,127.181,76.674,131.682,,,,,
MHS0279,Mg?85?Zn?5?Ni?10,0.693320424,0.19697257,,,,,,,,,,,,,,,,,,,0.109707006,,,,,,,,1.703499921,0.052415756,3.299995434,0.944269017,15.49525868,0.070672052,0.155520021,0.07225318,0.13835001,0.045672654,3.840999108,0.119229569,176.670963,0.378895156,3.842499109,0.11958575,3.849999625,0.061875911,29.79757031,0.440701408,14.4999908,0.411198446,1536.148876,0.358939442,-0.254000964,1.86350311,7.732800063,0.049284834,1.386999644,0.136512779,9.48249474,0.273046966,25.01914928,0.014942054,3.299995434,0.606061445,0,0.393938555,0.944269017,176.6000583,0.183095889,992.1259984,0.252387453,0.015986903,59.74991805,0.009557752,2291568.283,-2.219992531,-4276.487362,0.000519386,4.308190065,真空感应熔炼法,,,,,,,,,,,,,,,,,,200,3,20,4.67,,,,280,0.0001,127.8,5.445（完全解析）,,,,,,,,,,,,,,,,,
MHS0280,Mg?85?Zn?5?Ni?10,0.693320424,0.19697257,,,,,,,,,,,,,,,,,,,0.109707006,,,,,,,,1.703499921,0.052415756,3.299995434,0.944269017,15.49525868,0.070672052,0.155520021,0.07225318,0.13835001,0.045672654,3.840999108,0.119229569,176.670963,0.378895156,3.842499109,0.11958575,3.849999625,0.061875911,29.79757031,0.440701408,14.4999908,0.411198446,1536.148876,0.358939442,-0.254000964,1.86350311,7.732800063,0.049284834,1.386999644,0.136512779,9.48249474,0.273046966,25.01914928,0.014942054,3.299995434,0.606061445,0,0.393938555,0.944269017,176.6000583,0.183095889,992.1259984,0.252387453,0.015986903,59.74991805,0.009557752,2291568.283,-2.219992531,-4276.487362,0.000519386,4.308190065,真空感应熔炼法,,,,,,,,,,,,,,,,,,,,,,,,,240,0.0001,829.8,2.51,,,,,,,,,,,,,,,,,
MHS0281,Mg2Al3（摩尔比）,0.375204545,,,,,,,,,,0.624795455,,,,,,,,,,,,,,,,,,1.489998773,0.098637084,8.600045008,0.626609307,17.31151352,0.107347137,0.149959931,0.055209823,0.128999918,0.075953089,3.978002169,0.065270319,91.78162964,1.004949131,4.032002537,0.075331354,3.437997872,0.07409734,25.91093495,0.050605245,12.60000409,0.038880711,2220.405847,0.315286044,0.104003437,3.956730538,6.649393204,0.122374942,1.490001227,0.098636921,9.900008183,0.098969032,24.46759726,0.013394906,2.600004092,0.769229559,0.230770441,0,0.18842167,217.0001841,0.101591481,929.3420422,0.005440126,0.014253294,63.60012684,0.010652707,2236094.747,-1.919993453,-5201.965295,0.000369226,5.595405206,机械合金化,,,40,300,50,,,600,2,,2 K/min（变温吸氢/放氢曲线图）,,,,,,,300,7,3,0.76,,,,300,0.0011,25,0.26,,302,411,,,,328.9,,,,,,,,,,
MHS0282,Mg2Al3-B（摩尔比）,0.346308935,,,,,,,,,,0.576678113,,,,,,,,,,,,,,,,0.077012952,,1.536665246,0.110607883,9.333364589,0.555580855,18.61875012,0.181520668,0.138633372,0.190651951,0.121499996,0.156432078,4.106667377,0.090770906,90.98319817,0.925648284,4.101668187,0.077538106,3.579997017,0.10993669,23.39413391,0.245944296,11.33334754,0.253008535,2562.501956,0.388985427,0.132835952,2.869338994,6.924158661,0.139220549,1.581666908,0.154884882,16.61661623,0.905447795,22.23751673,0.224647579,2.666669508,0.749999201,0.250000799,0,0.17677613,185.3337567,0.397191171,1165.78302,0.453532893,0.012262617,106.3330748,0.01425361,2251879.834,-2.222207068,-9805.049721,0.00022669,8.408792501,机械合金化,,,40,300,50,,,600,2,,2 K/min（变温吸氢/放氢曲线图）,,,,,,,300,7,3,0.89,,,,300,0.0011,25,0.2,,302,406,,,,269.2,,,,,,,,,,
